frame,fly1_x,fly1_y,fly2_x,fly2_y,fly3_x,fly3_y,fly4_x,fly4_y,fly5_x,fly5_y
1.0,,,223.0,100.0,638.0,99.0,562.0,116.0,,
2.0,,,246.0,102.0,593.0,96.0,573.0,111.0,,
3.0,,,262.0,105.0,554.0,99.0,581.0,114.0,,
4.0,,,276.0,105.0,528.0,103.0,582.0,110.0,,
5.0,,,285.0,108.0,503.0,106.0,585.0,97.0,,
6.0,,,297.0,109.0,487.0,111.0,590.0,108.0,,
7.0,,,293.0,103.0,463.0,115.0,598.0,119.0,,
8.0,,,305.0,89.0,443.0,116.0,609.0,117.0,,
9.0,,,300.0,87.0,412.0,110.0,618.0,105.0,,
10.0,,,307.0,85.0,392.0,106.0,622.0,106.0,,
11.0,,,296.0,83.0,381.0,107.0,622.0,100.0,,
12.0,,,317.0,91.0,368.0,110.0,627.0,108.0,,
13.0,,,337.0,104.0,336.0,117.0,634.0,103.0,,
14.0,,,348.0,106.0,318.0,119.0,642.0,113.0,,
15.0,,,346.0,94.0,300.0,118.0,654.0,113.0,,
16.0,,,360.0,94.0,289.0,107.0,669.0,109.0,,
17.0,,,362.0,92.0,256.0,108.0,686.0,112.0,,
18.0,,,353.0,100.0,230.0,108.0,700.0,103.0,,
19.0,,,360.0,101.0,216.0,107.0,697.0,107.0,,
20.0,,,363.0,92.0,202.0,113.0,693.0,112.0,,
21.0,,,376.0,90.0,194.0,117.0,688.0,113.0,,
22.0,,,387.0,91.0,176.0,115.0,690.0,115.0,,
23.0,,,394.0,90.0,162.0,115.0,691.0,118.0,,
24.0,,,405.0,95.0,140.0,111.0,688.0,121.0,,
25.0,,,433.0,93.0,135.0,104.0,699.0,118.0,,
26.0,,,451.0,93.0,111.0,101.0,694.0,118.0,,
27.0,,,456.0,83.0,108.0,102.0,697.0,118.0,,
28.0,,,449.0,90.0,103.0,104.0,701.0,118.0,,
29.0,,,466.0,89.0,94.0,104.0,702.0,119.0,,
30.0,,,460.0,97.0,90.0,106.0,707.0,119.0,,
31.0,,,482.0,101.0,84.0,106.0,706.0,121.0,,
32.0,,,498.0,102.0,77.0,106.0,696.0,121.0,,
33.0,,,513.0,112.0,80.0,100.0,682.0,117.0,,
34.0,,,519.0,115.0,109.0,99.0,695.0,114.0,,
35.0,,,527.0,113.0,153.0,87.0,701.0,113.0,,
36.0,,,520.0,104.0,184.0,79.0,701.0,114.0,,
37.0,,,511.0,102.0,205.0,82.0,702.0,116.0,,
38.0,,,495.0,94.0,205.0,93.0,702.0,115.0,,
39.0,,,497.0,92.0,236.0,96.0,688.0,104.0,,
40.0,,,484.0,90.0,264.0,88.0,690.0,106.0,,
41.0,,,488.0,93.0,283.0,88.0,701.0,107.0,,
42.0,,,484.0,96.0,333.0,62.0,690.0,109.0,,
43.0,,,490.0,95.0,379.0,64.0,694.0,104.0,,
44.0,,,470.0,99.0,415.0,75.0,686.0,104.0,,
45.0,,,475.0,111.0,466.0,78.0,689.0,104.0,,
46.0,,,467.0,111.0,528.0,66.0,699.0,105.0,,
47.0,,,460.0,104.0,540.0,89.0,690.0,110.0,,
48.0,,,456.0,109.0,538.0,106.0,680.0,110.0,,
49.0,,,463.0,110.0,554.0,108.0,683.0,109.0,,
50.0,,,451.0,114.0,577.0,112.0,687.0,107.0,,
51.0,,,431.0,102.0,602.0,96.0,695.0,105.0,,
52.0,,,447.0,112.0,624.0,85.0,682.0,109.0,,
53.0,,,437.0,111.0,676.0,80.0,660.0,111.0,,
54.0,,,425.0,112.0,714.0,78.0,665.0,113.0,,
55.0,,,440.0,110.0,714.0,78.0,683.0,110.0,,
56.0,,,461.0,111.0,712.0,78.0,681.0,108.0,,
57.0,,,465.0,95.0,701.0,86.0,695.0,113.0,,
58.0,,,450.0,92.0,714.0,88.0,686.0,110.0,,
59.0,,,439.0,90.0,701.0,78.0,669.0,109.0,,
60.0,,,437.0,90.0,708.0,72.0,661.0,109.0,,
61.0,,,430.0,92.0,699.0,79.0,652.0,107.0,,
